id,customer_id,product_id,amount,date
4214,20-3830088,362067374-8,134192.6141,2002-09-05 01:18:18
4215,54-8731805,459589343-4,49088.1707,2010-09-25 16:27:13
4216,03-9043911,774866018-2,90593.83,2010-11-04 20:58:03
4217,28-7938992,156439614-2,12152.1485,2002-03-16 03:06:45
4218,33-7065830,718267842-X,45035.139,2000-08-30 08:27:40
4219,67-2051868,947079523-7,57762.3302,2011-07-05 23:47:51
4220,72-3843141,980214917-9,18372.3103,2004-12-22 15:51:04
4221,06-8980897,284253286-4,27872.5003,1997-12-11 02:14:47
4222,77-6836321,120848157-6,54922.9393,2016-06-20 19:43:11
4223,42-5233443,254624547-3,91805.87,2016-06-19 05:56:11
4224,31-2051176,011527391-3,107602.3684,2005-01-18 17:14:05
4225,95-7434378,834476117-4,164680.7666,2008-12-22 23:15:49
4226,78-8436728,942129544-7,27574.2474,1998-10-10 08:58:42
4227,24-0874998,538225014-6,39638.5792,2006-06-10 11:50:50
4228,77-8008626,529447786-6,105049.937,2007-12-30 11:32:40
4229,01-0101995,091156318-0,36781.1875,2011-08-28 11:48:44
4230,00-5570262,531556671-4,16711.0605,2015-03-09 07:58:39
4231,03-2593797,960507280-7,150568.8504,1999-02-07 08:37:28
4232,37-6767676,907450593-7,10078.6466,1998-05-20 09:30:12
4233,72-8018550,452500679-X,173056.309,2002-10-27 06:36:50
4234,72-4384342,766677312-9,60078.8336,2009-09-15 18:22:21
4235,17-9995999,168793894-6,84367.8406,1999-03-26 19:05:43
4236,31-5471814,341949589-7,76933.5292,2015-08-20 09:26:40
4237,15-3349107,652466420-5,36911.6276,2000-10-02 00:57:59
4238,83-8904677,467396189-7,42420.339,2008-07-26 18:23:51
4239,56-1626446,286025844-2,22484.454,2000-01-02 20:44:34
4240,46-3679381,817667626-8,110167.408,2015-08-19 02:41:40
4241,46-3194952,491673103-4,14641.0065,2008-08-08 11:51:28
4242,67-1202417,125359679-4,74968.1301,2001-10-15 22:03:04
4243,31-5471814,598209508-7,185719.1231,2000-07-09 08:50:23
4244,26-6429792,963592718-5,61945.5484,2010-02-17 23:44:30
4245,81-6528972,673272231-X,114447.875,1997-10-20 16:32:39
4246,70-8939461,616079776-X,206904.0537,2016-04-26 05:29:46
4247,24-8279904,695645218-9,70534.2583,2000-02-22 20:48:50
4248,29-9070700,449509747-4,101126.6718,1999-07-21 12:11:52
4249,19-7243108,865941086-6,130326.7593,2000-06-01 17:42:56
4250,73-3330768,168793894-6,161477.8588,2003-02-27 23:21:58
4251,45-1367280,664731611-6,41606.6363,2004-10-18 05:52:21
4252,31-2051176,759546884-1,243471.3966,2006-02-20 07:35:13
4253,12-4616191,572695193-X,146565.7173,2013-06-30 06:07:18
4254,37-5491932,367386941-8,21922.7029,2003-10-23 01:45:33
4255,14-9185845,493687838-3,12244.1246,2010-11-21 20:26:29
4256,15-9619001,007963832-5,62153.4439,2001-11-22 06:22:50
4257,00-7709434,783959618-5,73946.1048,2015-11-24 15:28:23
4258,75-3299492,156439614-2,13264.8931,2005-10-23 17:46:16
4259,81-2654767,990044412-4,9397.1302,2011-03-13 12:01:33
4260,26-6429792,235037630-3,46913.8521,2013-11-23 18:47:28
4261,29-9776558,779478380-1,86513.5155,2005-03-31 18:11:21
4262,57-2088860,399840023-0,4351.3397,2001-01-24 03:51:29
4263,05-9622985,362067374-8,160010.6292,2016-03-20 21:59:22
4264,28-5068076,956105637-2,109143.4223,2003-06-30 09:33:52
4265,51-0013412,205959742-0,21470.5825,2005-12-18 14:58:08
4266,92-5552422,914941837-8,29582.2509,2006-09-26 15:01:37
4267,39-7262318,838142661-8,125659.4611,2001-01-20 01:21:26
4268,51-1469001,157677567-4,21465.1187,2011-12-07 07:44:56
4269,36-1589811,755698357-9,57101.1738,2000-05-30 11:59:59
4270,59-6237496,140274088-3,28577.6857,2015-10-23 23:15:07
4271,38-2732538,353589805-6,59393.7012,1998-01-14 17:35:19
4272,07-9718252,414722207-2,2845.6263,2004-11-08 11:28:17
4273,64-1528197,409366674-1,173644.4321,1999-11-26 03:05:47
4274,45-1367280,034993702-8,18119.03,2012-12-28 20:47:59
4275,25-6900357,733447061-3,43111.2131,2013-07-04 18:25:51
4276,15-6395200,323898011-4,79894.894,2010-05-17 08:14:28
4277,63-7636003,340707308-9,38378.8928,2011-11-25 05:36:18
4278,83-2175139,015006574-4,44783.4289,2012-08-05 02:57:39
4279,14-3850109,923420408-5,36150.5539,2013-01-09 16:21:25
4280,81-4297552,911802045-3,79604.7412,2001-11-04 00:02:33
4281,19-8059066,024810425-X,231613.7641,2016-08-05 13:49:09
4282,27-7756031,372533620-2,7825.5308,2003-10-06 23:05:37
4283,81-7220778,505997043-4,5848.702,2000-03-30 01:00:14
4284,86-3645396,631065149-8,207008.0698,2005-01-17 22:10:46
4285,56-4831681,543072661-3,206872.0959,1998-10-14 23:18:46
4286,62-7769362,055397946-9,85471.2812,2013-06-03 03:33:06
4287,00-5211258,820345517-4,40163.104,2001-10-05 11:08:58
4288,36-7528065,318824047-3,99155.5245,2003-03-27 11:20:08
4289,57-7473268,471756426-X,14414.5569,2013-01-08 09:20:28
4290,54-1143178,983291035-8,26314.4301,2006-09-17 07:27:32
4291,31-3743602,204603049-4,140389.635,2003-12-28 22:47:02
4292,61-2550650,371195914-8,134639.921,1999-12-24 22:38:44
4293,64-5078219,507912385-0,24168.1655,2001-06-14 18:26:24
4294,87-3625780,789674376-0,69152.4289,2013-08-04 12:30:23
4295,26-5756936,914941837-8,13990.1203,2012-11-27 12:23:23
4296,61-2550650,186051816-8,187042.034,2001-07-25 16:42:44
4297,08-3134106,852627170-9,173196.2864,2006-03-02 16:55:03
4298,83-4733242,201795806-9,29142.7642,2008-08-14 20:25:04
4299,00-7287876,494544354-8,108988.3541,1998-08-16 06:37:56
4300,29-6457582,654350401-3,13483.9451,2008-04-13 23:05:37
4301,03-5364672,790504386-X,40179.5929,2008-10-08 20:46:14
4302,43-1982008,324336770-0,18195.2856,2009-04-05 00:54:40
4303,90-5840059,532076895-8,5645.3663,2011-04-02 20:09:05
4304,10-4016793,720850044-4,118287.9779,2008-06-20 09:58:21
4305,32-3580509,377024425-7,17837.7766,2010-06-03 03:49:46
4306,87-3625780,922779622-3,48466.2325,2013-01-11 12:10:47
4307,58-3866308,365601923-1,36358.9413,2016-08-05 16:25:16
4308,17-7734952,624207654-3,16304.1852,2013-02-04 14:27:30
4309,32-3116581,035545753-9,31076.3833,2009-12-04 04:27:09
4310,41-5999057,226461230-4,99983.3802,2015-12-28 09:50:31
4311,29-8850890,097255076-3,45899.3824,2001-10-05 07:56:07
4312,58-6528039,525721919-0,133119.5369,2005-04-16 13:30:01
4313,13-6706346,596952676-2,42186.2084,2005-04-12 18:59:38
4314,79-8868106,194043978-7,3515.6689,2013-10-05 22:28:09
4315,05-9622985,073842175-8,40779.6038,1998-07-15 18:51:49
4316,63-4127051,362067374-8,163856.0506,2007-08-22 10:21:26
4317,21-0495757,632403842-4,56932.4246,1999-11-19 08:49:09
4318,28-0703884,091156318-0,60233.4965,2007-04-17 00:01:08
4319,53-2852315,649913150-4,85971.0607,2003-05-22 12:57:20
4320,85-2609676,175753464-4,51115.4498,2005-08-18 16:16:18
4321,04-2596619,524457038-2,81112.004,1998-08-12 01:22:42
4322,46-8120530,820676242-6,228056.1063,2013-09-11 11:12:58
4323,81-7134659,112567617-5,64064.5821,2000-12-21 22:17:19
4324,93-9584356,609359366-5,36479.3844,2002-06-24 13:31:59
4325,43-0938165,562025542-5,116174.8817,2004-10-15 01:56:12
4326,83-4733242,570480040-8,89138.522,2010-11-03 21:52:47
4327,42-4813733,186393639-4,25192.6669,2013-11-13 12:35:49
4328,27-9690707,380095618-7,99562.6537,2001-02-10 20:32:30
4329,01-9423128,183230393-4,119975.8643,2007-07-28 17:47:52
4330,80-3949926,682267854-9,33412.8858,2013-09-09 01:42:53
4331,93-8514497,523057191-8,8722.5532,2014-05-15 23:29:58
4332,36-5173057,590820351-3,177483.4263,2011-08-10 04:13:23
4333,41-1822922,474697096-3,26678.5922,2013-07-17 10:02:36
4334,27-4754152,817667626-8,125980.7741,2009-09-06 18:52:32
4335,38-9591204,083086058-4,98807.4875,2008-04-10 16:26:41
4336,18-5014713,170115374-2,14321.2417,2007-12-06 00:52:48
4337,81-0884723,307622489-1,11255.4944,2005-03-08 11:57:57
4338,52-9950435,533163834-1,219161.0333,1998-11-26 05:57:38
4339,90-5056655,024810425-X,108508.4601,2011-05-31 11:38:03
4340,67-6672738,681551194-4,8587.1806,2012-11-24 16:10:53
4341,02-2539928,010622397-6,214762.5399,2014-05-07 17:09:19
4342,67-2718674,311303660-7,10803.0144,2002-03-13 16:28:58
4343,64-1325815,705635855-1,54824.0481,2016-06-25 14:48:04
4344,21-1994278,683114906-5,16755.8735,1999-08-01 11:11:41
4345,63-5736043,552357224-1,107707.0268,2013-04-11 18:18:03
4346,37-4942736,258745288-0,4111.4791,2001-04-02 18:38:34
4347,96-5631321,573064943-6,145729.3839,2010-01-24 04:06:41
4348,01-5879685,456258239-1,58660.4453,1998-02-20 04:59:28
4349,38-1061964,885314855-1,195931.3654,1997-10-15 16:10:48
4350,39-7262318,436228036-7,12535.0178,2010-12-24 14:22:44
4351,28-3257454,258745288-0,7808.8985,2005-04-18 12:35:38
4352,19-0832199,741679840-X,32340.3154,1997-12-27 07:50:19
4353,95-7416109,282793932-0,48493.1068,2010-04-22 02:21:50
4354,88-0890164,752853902-3,92630.9037,2003-04-23 15:42:34
4355,46-9306420,750523982-1,29800.867,2014-10-23 20:08:19
4356,03-2886528,566769572-3,6946.8332,2006-12-18 09:47:38
4357,40-1047171,073842175-8,61701.3226,2000-07-16 19:48:56
4358,01-0101995,271321417-3,30587.8843,1997-10-13 21:00:12
4359,41-5999057,149570475-0,14645.2291,2000-05-11 07:49:53
4360,69-6223871,279672074-8,112619.4491,2005-04-28 11:59:25
4361,27-7756031,243366660-0,14820.4139,2009-10-12 00:23:15
4362,06-0721498,820831519-2,72870.5452,2001-09-21 22:19:00
4363,40-5226748,587783330-8,117887.4245,2007-06-10 04:03:36
4364,51-4070622,459056757-1,82002.5288,2014-06-30 07:30:49
4365,51-8928759,149570475-0,19020.216,2004-09-12 12:10:29
4366,18-7499874,832826085-9,254939.8109,2003-03-07 22:21:00
4367,54-2748456,979336791-1,9835.7901,1999-03-09 23:17:47
4368,21-9837637,410141510-2,6360.1407,2009-08-29 03:17:15
4369,00-1581378,482988164-X,17614.8182,1998-03-04 09:16:46
4370,36-7528065,782690670-9,18458.9586,2011-03-19 14:23:52
4371,29-8850890,826904341-9,187412.8181,2011-01-11 00:07:22
4372,40-6645876,303201050-0,149739.7664,2014-08-18 06:06:11
4373,62-9121485,485567840-6,110897.3852,2013-05-03 16:23:49
4374,87-2234438,307622489-1,38005.2482,2001-02-06 03:02:10
4375,95-1933390,766720825-5,104133.6627,2009-11-12 11:20:36
4376,74-5294530,362616135-8,10356.2886,2006-03-28 15:04:01
4377,49-1533443,513778230-0,95899.1208,2002-12-24 22:32:07
4378,35-2247174,258245012-X,63811.1157,2006-05-16 06:15:41
4379,13-6706346,932139290-4,12547.7828,2012-04-12 23:14:38
4380,69-2732312,879078554-1,12924.7754,2003-02-26 05:39:29
4381,15-9619001,951314307-4,21550.7006,2010-02-16 00:53:34
4382,79-1943276,879078554-1,93943.0143,2013-01-06 02:51:00
4383,48-1132626,370436898-9,114746.8184,2001-09-17 15:31:46
4384,74-1749388,055397946-9,62103.955,2007-08-18 04:50:57
4385,05-1377550,440528591-8,61663.5215,2012-10-06 01:30:19
4386,91-0132399,991109627-0,65057.0238,1999-10-06 18:30:06
4387,08-6068894,834861511-3,98966.1495,2015-06-24 13:31:11
4388,27-6482995,686937269-1,27605.9441,2009-04-12 07:03:00
4389,15-6395200,532076895-8,3041.3606,2014-06-28 18:26:27
4390,54-7133092,409366674-1,220602.4023,2002-04-02 14:04:00
4391,30-9984887,803133020-4,129505.0703,2006-06-09 15:24:40
4392,66-6986502,631065149-8,136795.3755,2004-07-05 13:31:31
4393,22-6549767,300572862-5,34925.3542,2006-07-26 21:24:33
4394,08-4187911,339971322-3,140465.4714,2006-12-15 20:52:19
4395,95-4619473,301661387-5,66759.369,2015-07-31 03:38:08
4396,46-3363258,452915000-3,5411.0532,2012-06-05 13:22:08
4397,44-8181050,812344482-6,23569.1879,2009-09-07 01:59:12
4398,79-8248694,523087258-6,75235.4131,2016-08-20 19:02:07
4399,27-4754152,553960512-8,241669.6524,2005-01-13 14:17:14
4400,80-5956156,641390357-0,17294.9781,1998-11-15 08:23:11
4401,80-8137056,443544117-9,68099.6221,2008-02-15 05:49:43
4402,58-9277342,525721919-0,162926.2376,2005-03-06 07:12:17
4403,01-6715076,449509747-4,88275.9901,2007-06-28 16:16:13
4404,41-3491963,245520481-2,68921.4503,2013-07-01 18:52:41
4405,24-5621273,802747993-2,33562.7639,2003-01-10 06:21:36
4406,46-6816683,812344482-6,168717.3282,2005-12-11 20:13:23
4407,98-6648384,824201018-8,85962.0786,2008-11-08 20:32:24
4408,06-3302729,109707266-5,76937.5668,2012-06-11 10:05:24
4409,58-4124776,960971979-1,73867.4116,2007-09-10 12:41:38
4410,27-5507780,424975720-X,81912.2929,2008-06-29 19:54:50
4411,30-1401782,443544117-9,94796.1928,2005-09-26 21:57:27
4412,92-5552422,069773959-7,23303.7733,2002-04-20 06:05:41
4413,15-3349107,127525070-X,30963.6154,2015-08-22 14:53:22
4414,32-6679507,220439702-4,7269.0019,2001-08-10 09:22:26
4415,82-8824692,062492140-9,20150.6158,2005-09-24 00:36:48
4416,77-6836321,736886235-2,183749.8314,2011-01-09 06:53:05
4417,88-3804824,976469475-6,38496.1391,2004-05-01 05:49:09
4418,25-1458295,310842149-2,3930.711,2010-03-23 05:52:53
4419,44-3106605,286025844-2,11866.487,2015-07-27 19:53:15
4420,45-1367280,662272779-1,90037.6989,2005-07-15 10:52:29
4421,01-3295089,692206445-3,51310.9337,2004-08-13 17:39:37
4422,00-7124170,531556671-4,32312.8024,2009-06-22 17:53:54
4423,42-5744932,725031218-9,155023.4823,2009-01-24 02:19:49
4424,66-7582669,405442373-6,69757.7814,2009-12-18 02:09:23
4425,80-3949926,010629082-7,34943.105,2006-02-08 04:16:20
4426,84-1417917,362616135-8,27578.8507,2006-04-27 00:50:30
4427,57-4138226,736886235-2,159087.6675,2008-07-23 22:42:56
4428,22-5666429,680002717-0,51469.3735,2015-03-25 23:52:25
4429,64-4792699,282931504-9,148970.8646,2006-07-04 18:20:28
4430,57-3165765,274928290-X,23953.4014,2008-09-04 00:25:10
4431,90-5056655,086773220-2,165627.5319,2015-04-27 01:40:15
4432,22-0984682,439240474-9,81254.4374,1999-08-29 06:06:35
4433,80-1395641,436228036-7,20758.1616,2013-11-30 18:23:27
4434,21-9837637,562633304-5,44315.6096,2000-01-28 02:01:03
4435,86-3645396,370436898-9,14644.759,2002-01-06 16:50:17
4436,81-2654767,363759490-0,13913.3281,2013-07-20 20:44:26
4437,39-9193812,168331961-3,7106.6748,1999-03-31 03:09:20
4438,61-2550650,020176166-1,5656.3686,2002-10-28 06:00:07
4439,43-3961413,507498650-8,81494.3659,2003-08-31 13:28:23
4440,38-3369798,311303660-7,112008.4668,2011-11-29 21:44:56
4441,25-6827089,866793171-3,180189.1153,2004-05-16 10:15:43
4442,26-5756936,633104177-X,61438.8583,2001-01-08 02:19:22
4443,69-4227425,766720825-5,101464.6996,2015-06-21 08:15:45
4444,69-2732312,391141002-6,108774.2835,2001-06-14 01:01:57
4445,99-5661600,044228405-5,205161.1284,2004-05-12 14:40:37
4446,57-1732443,928350361-9,74372.1361,1998-02-22 22:13:24
4447,25-1458295,767822136-3,5242.9017,2015-07-26 02:06:04
4448,82-2742600,362067374-8,232019.258,2004-07-16 11:05:55
4449,21-9502785,828143339-6,19231.1564,2013-05-18 00:19:53
4450,10-1621573,083617226-4,21044.9715,2012-10-07 13:08:13
4451,01-2225038,212084746-0,91249.3332,2004-09-03 22:13:03
4452,40-7467407,163430072-6,36505.7033,2009-09-23 13:22:22
4453,80-8137056,139886718-7,37286.6345,2013-03-12 18:52:18
4454,66-3286964,848196494-8,120016.0405,2001-10-07 02:38:57
4455,84-2923817,561049497-4,127482.0026,2012-01-21 12:53:22
4456,86-6103660,649913150-4,200427.0961,2004-10-12 05:30:33
4457,57-7473268,625957075-9,13421.7222,2008-10-17 14:41:22
4458,91-2115062,613606052-3,16614.1012,2010-05-26 16:16:23
4459,62-3533260,215667691-7,62322.6632,1999-11-25 12:05:18
4460,44-8456622,202918421-7,189564.6354,2015-10-16 03:50:53
4461,01-9548745,559296026-3,3480.9646,2003-06-26 04:24:36
4462,48-2292515,418235916-X,160758.1391,2005-01-13 12:58:03
4463,94-6643354,828143339-6,140746.9921,2015-03-30 15:27:24
4464,06-3302729,828279110-5,115726.5828,2015-06-29 16:21:27
4465,32-3116581,222966580-4,34516.4534,2016-08-12 05:31:16
4466,24-8879463,407425187-6,129518.6881,2013-07-09 10:31:07
4467,19-9427648,573064943-6,90935.8989,2007-10-16 06:16:49
4468,75-3299492,752853902-3,175685.2412,2002-09-04 01:26:16
4469,86-8361288,278037910-3,186073.6524,1997-12-31 10:14:43
4470,58-8881000,284253286-4,68772.3647,2004-03-04 05:10:04
4471,55-8369079,574277073-1,123476.0441,2015-12-01 18:17:16
4472,79-8507435,398058155-1,76255.7795,2005-03-05 19:40:27
4473,81-2654767,547026068-2,104175.0733,2007-04-01 06:29:19
4474,68-6336537,325763447-1,28638.8413,1999-02-05 21:43:07
4475,27-9863038,220439702-4,4952.7179,2009-06-15 17:42:23
4476,27-4267185,051838512-4,21675.29,2003-05-01 12:33:35
4477,37-3910963,069773959-7,28829.6243,2007-05-20 13:37:44
4478,37-6236404,506773320-9,144205.8615,2005-09-03 00:48:43
4479,68-2081152,833847232-8,11112.4064,2007-06-25 19:32:04
4480,39-3691700,657071238-1,58861.225,2012-05-04 19:03:52
4481,10-0918804,391803322-8,18499.4685,2002-01-24 01:52:05
4482,99-9027235,918095329-8,10396.9673,2007-03-17 15:23:10
4483,45-3169400,931984212-4,133529.856,1998-05-08 15:43:53
4484,89-9226040,420110841-4,41933.9434,2015-12-26 10:59:13
4485,30-1533766,917166478-5,72162.8274,2015-12-04 12:51:31
4486,45-8842193,775817984-3,59414.5493,2000-03-25 16:57:15
4487,51-0497311,071400523-1,106961.8321,2009-02-05 08:12:50
4488,26-5406501,323877286-4,61011.3012,2003-04-22 22:55:40
4489,78-8436728,729036774-X,29045.5154,2012-10-18 18:17:09
4490,66-2928082,296009777-7,138652.6953,2005-11-16 15:47:04
4491,80-8137056,707514261-5,43473.3633,2011-08-11 19:17:35
4492,68-6336537,832826085-9,57656.4941,2012-07-08 02:06:52
4493,74-2005097,732912216-5,57577.2574,2014-12-14 12:46:13
4494,91-0635463,572383280-8,12336.173,2003-08-25 04:50:54
4495,52-2363713,036960416-4,24319.8071,2008-10-26 16:29:06
4496,21-9837637,168635424-X,21446.167,2011-04-19 10:20:41
4497,00-3138330,391803322-8,21778.426,1999-09-23 04:20:10
4498,60-1475097,931984212-4,112796.9153,2002-08-25 02:21:29
4499,12-6720857,660348205-3,169808.7252,2016-04-21 10:23:43
4500,10-7738600,355730817-0,31875.2503,2015-05-20 21:00:41
4501,98-5165775,825230953-4,41902.4799,2005-12-21 10:09:52
4502,24-3974593,904449852-5,11636.5937,2015-02-03 01:29:51
4503,74-4460608,457779822-0,84638.6288,2012-11-24 20:04:04
4504,56-4831681,587783330-8,217188.2993,2008-02-25 14:59:07
4505,32-3580509,637728178-1,38700.8279,2010-11-15 17:01:43
4506,54-2122138,323898011-4,111986.1711,2005-06-17 09:09:16
4507,99-1363901,083617226-4,53503.6414,2010-12-24 01:00:44
4508,05-2149540,554539532-6,8292.5536,2006-09-06 22:55:33
4509,40-8042351,427638056-1,58754.1594,2009-08-24 06:27:09
4510,03-9043911,841016596-1,139629.6092,2011-12-17 13:53:55
4511,75-1530898,779478380-1,140304.722,2012-08-26 10:28:17
4512,39-6247418,816332951-3,3191.9011,2016-07-01 09:02:38
4513,10-0918804,755732653-9,34223.8572,2008-12-10 01:18:25
4514,95-7434378,637712206-3,118066.0748,2009-08-25 16:37:40
4515,69-6542473,304651472-7,18338.1859,2002-11-01 09:17:13
4516,44-1530999,347127388-3,40899.7313,2002-12-28 18:05:18
4517,18-3850978,007963832-5,43253.2131,1998-02-10 13:43:08
4518,76-9604004,367288894-X,24809.9521,2016-06-30 19:29:37
4519,60-5201273,181268129-1,100358.0515,2004-06-02 12:28:50
4520,48-1674284,914830013-6,13172.8214,2005-11-11 10:46:17
4521,33-8293563,069773959-7,74374.3577,2015-08-31 08:56:52
4522,52-9950435,723135448-3,32679.2542,2001-03-14 20:18:27
4523,00-7287876,537774435-7,137716.4302,2009-05-25 21:11:52
4524,82-1021725,879078554-1,16286.8215,2005-01-30 23:30:08
4525,28-6601775,990044412-4,4603.3729,2015-01-26 05:16:08
4526,66-7582669,820676242-6,51187.2512,2012-08-12 02:50:04
4527,55-8369079,754578983-0,97509.3059,2013-04-03 06:16:25
4528,37-0702600,026665239-5,132686.0432,2008-01-29 04:32:47
4529,09-2843383,452500679-X,21586.0349,2011-06-04 01:09:43
4530,98-4707679,018425738-7,139620.6297,2015-10-12 04:24:00
4531,42-5744932,275512229-3,8111.1286,2016-03-13 11:14:58
4532,07-7332193,586151939-0,35820.6582,2015-01-15 10:18:54
4533,73-3330768,363759490-0,2258.9637,2001-06-26 12:54:21
4534,42-5744932,540122225-4,54648.6689,2000-05-01 19:55:48
4535,94-1871455,587783330-8,219648.7765,2010-08-21 10:45:21
4536,75-4859180,618484294-3,60453.434,2011-10-09 19:14:04
4537,72-4384342,623254055-7,7070.857,2003-09-15 21:49:10
4538,36-1073540,431050521-X,110014.5982,2014-02-16 04:49:09
4539,67-7111397,055397946-9,76561.2589,2015-08-18 15:11:24
4540,23-8152396,789456380-3,114826.1205,2011-11-20 04:11:34
4541,13-3398887,754578983-0,115762.5178,2006-05-07 08:47:41
4542,37-6236404,407425187-6,62979.4331,2012-03-24 20:22:57
4543,88-2968661,907450593-7,3487.1636,2016-01-18 18:30:01
4544,64-1528197,638172114-6,68649.0175,2007-01-27 12:54:15
4545,33-6639535,304651472-7,154359.6217,2006-08-08 23:10:25
4546,81-4155260,302732784-4,100471.8686,2008-04-01 11:12:32
4547,00-7709434,443544117-9,33001.5026,1999-10-21 16:33:17
4548,03-1500165,757394184-6,39738.0986,2005-01-14 05:08:10
4549,57-2431448,477204820-0,122077.8407,2016-04-05 18:56:31
4550,89-9226040,296343615-7,199301.1756,2010-03-31 02:21:52
4551,61-4011460,680002717-0,20415.4646,2012-12-24 08:07:21
4552,69-6294476,523087258-6,171206.2524,2006-02-14 02:04:26
4553,56-4831681,488809144-7,12829.2033,2003-08-13 08:19:59
4554,31-4492968,570480040-8,18503.3947,2014-02-07 00:45:10
4555,99-5661600,736886235-2,146850.423,2001-05-12 01:06:57
4556,65-5814332,390400800-5,65577.4893,2002-09-24 04:06:24
4557,60-2752015,151600508-2,146441.6622,2008-04-03 09:25:01
4558,48-0561730,284213771-X,14775.4787,2003-11-02 10:07:30
4559,01-8225418,280139138-7,26957.5558,2010-12-17 13:41:32
4560,43-2204281,572695193-X,58229.8451,2016-06-02 00:37:39
4561,63-5736043,943083591-2,59211.6436,2003-11-22 02:52:51
4562,86-3305410,051700327-9,178621.7419,2009-10-14 05:37:02
4563,73-1974172,831578051-4,5401.8176,1999-05-02 00:17:53
4564,44-9870275,770399426-X,29465.947,2005-02-03 03:36:52
4565,71-0436232,137926650-5,26147.5449,2010-08-04 01:54:21
4566,38-1420897,633104177-X,26845.2306,2003-09-26 09:33:29
4567,87-5249376,458553246-3,121156.449,2001-11-06 02:48:03
4568,63-4795655,348885499-X,28752.5845,2003-01-23 18:13:41
4569,19-7318597,388128478-8,47968.2773,2000-12-11 05:51:02
4570,92-3613187,200443529-1,88880.5695,2003-12-04 16:24:27
4571,98-5165775,286614490-2,95292.035,2013-01-10 02:18:45
4572,87-2234438,337240296-0,29075.3293,2013-01-19 00:59:02
4573,42-3601726,298101240-1,163527.963,2005-06-06 19:24:47
4574,69-2732312,853119047-9,86206.1624,2016-05-14 22:41:02
4575,43-0938165,879915235-5,69992.2839,2006-08-19 10:22:51
4576,82-3228804,048497527-7,61835.6446,2000-07-30 07:56:27
4577,99-7909991,385511880-9,52496.2349,2011-08-18 14:09:04
4578,99-0939065,484903976-6,454.0565,1999-07-22 12:45:10
4579,06-6344168,922779622-3,20456.1216,1999-06-30 15:01:51
4580,61-1726132,385305667-9,64666.4752,2007-02-26 02:46:10
4581,46-5003567,713146352-3,99309.4416,2015-05-24 03:50:53
4582,52-2363713,853119047-9,60709.4044,1998-11-24 14:10:18
4583,52-0738355,902711589-3,207718.5855,2008-03-22 21:52:51
4584,74-2005097,789590510-4,65618.3524,2006-08-27 14:29:55
4585,67-2051868,153034509-X,84251.035,2015-01-07 12:18:41
4586,58-4124776,729036774-X,40528.0939,2004-08-23 22:42:45
4587,40-7984753,752853902-3,40330.7204,2003-10-06 12:05:53
4588,86-6437391,827045007-3,160314.1995,2011-04-16 05:49:50
4589,39-5242143,631545886-6,80558.3921,2009-02-12 01:03:11
4590,32-5775448,141497047-1,4413.5794,2009-12-26 19:51:49
4591,06-6083124,274928290-X,25882.7543,2001-11-28 17:14:44
4592,19-9863768,513851532-2,69581.3355,2014-09-10 12:33:24
4593,65-5814332,785156735-1,221919.365,2012-04-14 15:06:27
4594,50-0708054,362616135-8,30804.7156,2007-11-01 05:51:07
4595,46-3363258,728019655-1,29216.9122,2016-07-14 10:10:25
4596,94-3222117,043251089-3,104502.2182,2011-05-21 15:40:38
4597,75-3299492,692206445-3,14121.9926,2008-06-01 22:57:32
4598,65-0678672,561665863-4,79755.9624,2009-11-29 03:25:50
4599,83-6533863,389602528-7,41657.2206,2009-02-19 21:00:51
4600,78-7062226,430854624-9,52992.1054,1999-09-27 10:49:02
4601,66-9418058,614296582-6,57310.48,2010-04-09 01:01:48
4602,98-0900142,928350361-9,48304.1097,2003-02-05 20:28:09
4603,58-6528039,354731363-5,88684.8378,1997-10-20 00:46:49
4604,41-3840581,284213771-X,40877.0501,2000-12-26 12:26:15
4605,72-8388902,350599401-4,7168.7888,1997-12-04 15:12:48
4606,27-4754152,186393639-4,26226.6107,2008-09-17 04:11:08
4607,47-4216543,337240296-0,28924.7542,1998-12-08 22:16:22
4608,84-2646381,143608992-1,55928.1844,2001-09-15 01:21:50
4609,16-9336537,812610449-X,16830.9165,2011-08-02 05:07:17
4610,31-3743602,747353369-X,9960.6675,2006-03-09 17:52:50
4611,57-3108930,757394184-6,12272.1454,2010-11-13 16:20:12
4612,49-0460781,409366674-1,78707.0485,1998-07-22 22:29:48
4613,76-0456827,031918355-6,97275.9501,2016-08-30 10:52:28
4614,53-2852315,269856775-9,179601.1544,2006-03-29 10:42:24
4615,42-4813733,657071238-1,15202.2006,1998-10-12 19:17:20
4616,99-3456328,447980326-2,54727.8768,2000-09-25 14:19:38
4617,96-2892761,478283746-1,129075.0793,1998-06-09 08:08:24
4618,56-4780795,723126541-3,239304.3473,2002-03-26 13:15:49
4619,73-3330768,906628401-3,21578.3232,2013-11-30 18:06:05
4620,42-8632922,793542388-1,4679.9492,2009-02-22 09:51:04
4621,93-3719237,709917424-X,10413.6217,2012-03-04 08:57:20
4622,83-7026397,484903976-6,2891.9792,2011-11-17 03:39:50
4623,30-3836794,307622489-1,29904.593,2001-07-18 17:26:52
4624,14-4923596,301661387-5,104772.7792,2013-07-06 19:40:22
4625,17-7870513,236873074-5,73379.7215,2008-05-07 07:11:18
