DAY_OF_MONTH,DAY_OF_WEEK,CARRIER,TAIL_NUM,FL_NUM,ORIGIN_AIRPORT_ID,ORIGIN,DEST_AIRPORT_ID,DEST,CRS_DEP_TIME,DEP_TIME,DEP_DELAY_NEW,CRS_ARR_TIME,ARR_TIME,ARR_DELAY_NEW,CRS_ELAPSED_TIME,DISTANCE
21,2,US,N725UW,1934,11042,CLE,11057,CLT,1202,1158,0,1339,1335,0,97,430
21,2,US,N725UW,1934,11057,CLT,14492,RDU,1435,1441,6,1524,1527,3,49,130
21,2,US,,1935,14747,SEA,14100,PHL,835,,,1639,,,304,2378
21,2,US,N450UW,1936,10257,ALB,11057,CLT,815,816,1,1045,1051,6,150,646
21,2,US,,1936,11057,CLT,11618,EWR,1155,,,1352,,,117,529
21,2,US,N184US,1937,11057,CLT,10721,BOS,1128,1132,4,1333,1322,0,125,728
21,2,WN,N662SW,4735,10397,ATL,13495,MSY,1440,1441,1,1520,1516,0,100,425
21,2,WN,N260WN,174,10397,ATL,14027,PBI,1445,1445,0,1635,1629,0,110,545
21,2,WN,N964WN,727,10397,ATL,14027,PBI,1840,1837,0,2040,2019,0,120,545
21,2,WN,N206WN,732,10397,ATL,14107,PHX,1640,1659,19,1905,1913,8,265,1587
21,2,WN,N775SW,2320,10397,ATL,14107,PHX,900,924,24,1125,1127,2,265,1587
21,2,WN,N221WN,778,10397,ATL,14679,SAN,1125,1124,0,1320,1304,0,295,1892
21,2,WN,N760SW,1450,10397,ATL,14730,SDF,2055,2201,66,2225,2318,53,90,321
21,2,WN,N7732A,547,10397,ATL,14771,SFO,1330,1330,0,1555,1549,0,325,2139
21,2,WN,N910WN,2508,10397,ATL,14843,SJU,915,910,0,1345,1326,0,210,1547
21,2,WN,N391SW,788,10397,ATL,15016,STL,920,923,3,1005,1002,0,105,484
21,2,WN,N371SW,180,10397,ATL,15304,TPA,1440,1538,58,1605,1659,54,85,406
21,2,WN,N289CT,622,10397,ATL,15304,TPA,1045,1044,0,1220,1201,0,95,406
21,2,WN,N242WN,4987,10397,ATL,15304,TPA,2055,2140,45,2240,2258,18,105,406
22,3,MQ,N500MQ,3477,12266,IAH,12892,LAX,1945,2128,103,2120,2312,112,215,1379
22,3,MQ,N500MQ,3477,12892,LAX,12266,IAH,1400,1354,0,1905,1852,0,185,1379
22,3,MQ,N542MQ,3478,11433,DTW,12953,LGA,1135,,,1320,,,105,502
22,3,MQ,N542MQ,3478,12953,LGA,11433,DTW,855,,,1100,,,125,502
22,3,MQ,N843MQ,3479,11278,DCA,14492,RDU,1625,,,1730,,,65,227
22,3,MQ,N843MQ,3479,14492,RDU,11278,DCA,1800,,,1900,,,60,227
22,3,MQ,N600MQ,3480,13303,MIA,13931,ORF,1125,1120,0,1350,1339,0,145,802
22,3,MQ,N821MQ,3481,13303,MIA,11624,EYW,2010,2007,0,2100,2052,0,50,125
22,3,MQ,N633MQ,3483,13303,MIA,11953,GNV,1915,1900,0,2025,2010,0,70,294
22,3,MQ,N933MQ,3484,12451,JAX,13303,MIA,1540,1537,0,1655,1650,0,75,335
22,3,MQ,N933MQ,3484,13303,MIA,12451,JAX,1355,1352,0,1510,1512,2,75,335
22,3,MQ,N500MQ,3413,11292,DEN,12892,LAX,1155,1151,0,1320,1310,0,145,862
22,3,MQ,N500MQ,3413,12892,LAX,11292,DEN,800,813,13,1120,1109,0,140,862
22,3,MQ,N620MQ,3414,11298,DFW,11003,CID,1900,,,2055,,,115,685
22,3,MQ,N674MQ,3415,11298,DFW,12951,LFT,1320,1319,0,1435,1428,0,75,351
22,3,HA,N581HA,19,14893,SMF,12173,HNL,935,927,0,1305,1318,13,330,2462
22,3,HA,N590HA,20,12173,HNL,14893,SMF,1520,1522,2,2235,2228,0,315,2462
22,3,HA,N392HA,21,14747,SEA,12173,HNL,840,838,0,1255,1302,7,375,2677
22,3,HA,N382HA,22,12173,HNL,14747,SEA,1410,1408,0,2155,2139,0,345,2677
22,3,HA,N598HA,23,13796,OAK,13830,OGG,820,811,0,1140,1135,0,320,2349
22,3,HA,N594HA,24,13830,OGG,13796,OAK,1300,1251,0,2005,1955,0,305,2349
22,3,HA,N395HA,25,14057,PDX,12173,HNL,1015,1012,0,1420,1420,0,365,2603
22,3,HA,N386HA,26,12173,HNL,14057,PDX,1515,1509,0,2245,2223,0,330,2603
22,3,HA,N393HA,29,14747,SEA,13830,OGG,1000,957,0,1410,1407,0,370,2640
22,3,HA,N393HA,30,13830,OGG,14747,SEA,1550,1542,0,2320,2313,0,330,2640
22,3,HA,N583HA,35,14107,PHX,12173,HNL,800,754,0,1130,1123,0,390,2917
22,3,HA,N583HA,36,12173,HNL,14107,PHX,1255,1253,0,2200,2159,0,365,2917
22,3,HA,N594HA,45,14831,SJC,13830,OGG,800,754,0,1120,1128,8,320,2355
22,3,HA,N598HA,46,13830,OGG,14831,SJC,1330,1323,0,2030,2013,0,300,2355
22,3,HA,N597HA,47,13796,OAK,12173,HNL,920,914,0,1250,1256,6,330,2409
22,3,HA,N592HA,48,12173,HNL,13796,OAK,1420,1422,2,2135,2135,0,315,2409
22,3,HA,N486HA,368,12173,HNL,12758,KOA,813,808,0,856,856,0,43,163
22,3,HA,N484HA,371,12402,ITO,12173,HNL,1918,1908,0,2007,2006,0,49,216
22,3,HA,N490HA,380,12173,HNL,12402,ITO,1727,1723,0,1818,1817,0,51,216
22,3,HA,N490HA,381,12402,ITO,12173,HNL,1847,1843,0,1936,1939,3,49,216
22,3,HA,N483HA,382,12173,HNL,12402,ITO,955,945,0,1046,1035,0,51,216
22,3,HA,N483HA,383,12402,ITO,12173,HNL,1119,1113,0,1210,1211,1,51,216
22,3,MQ,N803MQ,2758,11298,DFW,14588,ROW,1020,1012,0,1050,1100,10,90,435
22,3,MQ,N803MQ,2758,14588,ROW,11298,DFW,1120,1121,1,1345,1342,0,85,435
22,3,MQ,N900MQ,2759,11298,DFW,14783,SGF,1500,1456,0,1615,1609,0,75,364
22,3,MQ,N900MQ,2759,14783,SGF,11298,DFW,1645,1639,0,1810,1800,0,85,364
22,3,MQ,N689MQ,2760,15295,TOL,13930,ORD,1910,1910,0,1925,,,75,213
22,3,MQ,N664MQ,2761,13230,MDT,13930,ORD,715,709,0,840,811,0,145,594
22,3,OO,N906SW,2969,16218,YUM,14107,PHX,1605,1558,0,1659,1644,0,54,160
22,3,OO,N506CA,2971,14107,PHX,10561,BFL,2102,2058,0,2131,2121,0,89,425
22,3,OO,N468CA,2971,14262,PSP,14107,PHX,1805,1757,0,2014,2008,0,69,261
22,3,OO,N417SW,2600,14893,SMF,12892,LAX,1820,1809,0,1955,1938,0,95,373
22,3,OO,N866AS,2601,14869,SLC,12892,LAX,725,723,0,825,826,1,120,590
22,3,OO,N862AS,2602,12892,LAX,14107,PHX,1220,1213,0,1440,1437,0,80,370
22,3,OO,N862AS,2602,14107,PHX,12892,LAX,1510,1502,0,1530,1534,4,80,370
22,3,OO,N409SW,4689,14869,SLC,11109,COS,2005,1956,0,2151,2206,15,106,411
22,3,OO,N608SK,4690,13487,MSP,13244,MEM,1425,1423,0,1630,1615,0,125,700
22,3,OO,N633SK,4692,14057,PDX,12892,LAX,635,632,0,857,845,0,142,834
22,3,OO,N613SK,4693,12892,LAX,14747,SEA,1445,1437,0,1730,1741,11,165,954
22,3,OO,N781CA,4694,12129,HIB,13487,MSP,1242,1232,0,1348,1343,0,66,174
22,3,OO,N604SK,4695,12892,LAX,14057,PDX,843,839,0,1116,1113,0,153,834
22,3,OO,N604SK,4695,14107,PHX,12892,LAX,647,639,0,720,702,0,93,370
22,3,OO,N549CA,4454,13796,OAK,12892,LAX,725,724,0,850,846,0,85,337
22,3,OO,N603QX,4455,12441,JAC,14869,SLC,1519,1509,0,1620,1631,11,61,205
22,3,OO,N603QX,4455,14869,SLC,12441,JAC,1340,1336,0,1444,1433,0,64,205
22,3,OO,N411SW,4456,12280,IDA,14869,SLC,1513,1511,0,1610,1609,0,57,188
22,3,OO,N411SW,4456,14869,SLC,12280,IDA,1345,1342,0,1448,1442,0,63,188
22,3,UA,N821UA,350,11042,CLE,14107,PHX,847,839,0,1125,1132,7,278,1737
22,3,UA,N475UA,350,14107,PHX,11618,EWR,1215,1219,4,1900,1839,0,285,2133
22,3,UA,N549UA,351,12982,LIH,14771,SFO,1406,1354,0,2119,2041,0,313,2447
22,3,UA,N848UA,352,11298,DFW,12264,IAD,1723,2125,242,2110,108,238,167,1172
22,3,UA,N438UA,353,14057,PDX,14771,SFO,1235,1226,0,1425,1403,0,110,550
22,3,UA,N839UA,354,11278,DCA,12266,IAH,1329,1324,0,1604,1543,0,215,1208
22,3,UA,N406UA,355,11278,DCA,12266,IAH,1739,1751,12,2010,2016,6,211,1208
22,3,UA,N824UA,357,10792,BUF,13930,ORD,1621,1616,0,1714,1723,9,113,473
22,3,UA,N576UA,358,11292,DEN,12953,LGA,817,840,23,1358,1406,8,221,1620
22,3,UA,N828UA,359,14122,PIT,13930,ORD,630,642,12,719,717,0,109,413
22,3,US,N829AW,599,14107,PHX,14831,SJC,1740,1742,2,1831,1832,1,111,621
22,3,US,N808AW,600,11433,DTW,14107,PHX,725,721,0,1007,1008,1,282,1671
22,3,US,N675AW,601,10721,BOS,14107,PHX,1620,1627,7,2014,2016,2,354,2300
22,3,US,N675AW,601,14107,PHX,14831,SJC,2115,2113,0,2213,2205,0,118,621
22,3,US,N549UW,602,13930,ORD,14107,PHX,500,458,0,747,752,5,227,1440
22,3,US,N625AW,603,11292,DEN,14107,PHX,1830,1823,0,2025,2013,0,115,602
22,3,US,N625AW,603,14107,PHX,14747,SEA,2115,2107,0,2321,2307,0,186,1107
22,3,US,,604,11618,EWR,14107,PHX,1015,,,1342,,,327,2133
22,3,US,N642AW,604,14107,PHX,14057,PDX,1440,1435,0,1627,1621,0,167,1009
22,3,US,N833AW,605,10821,BWI,14107,PHX,655,713,18,1016,1035,19,321,1999
22,3,US,,608,12889,LAS,14100,PHL,705,,,1444,,,279,2176
22,3,US,N661AW,610,14107,PHX,10397,ATL,1010,1008,0,1551,1537,0,221,1587
22,3,US,N661AW,610,14908,SNA,14107,PHX,645,644,0,915,907,0,90,338
22,3,VX,N854VA,366,12892,LAX,10721,BOS,1425,1423,0,2245,2229,0,320,2611
22,3,VX,N847VA,367,10721,BOS,12892,LAX,1735,1753,18,2110,2106,0,395,2611
22,3,VX,N634VA,399,12478,JFK,12892,LAX,700,,,1030,,,390,2475
22,3,VX,N636VA,404,12892,LAX,12478,JFK,735,734,0,1554,1537,0,319,2475
22,3,VX,N632VA,406,12892,LAX,12478,JFK,1035,1046,11,1900,1853,0,325,2475
22,3,VX,N621VA,407,12478,JFK,12892,LAX,915,1033,78,1245,1357,72,390,2475
22,3,VX,N639VA,411,12478,JFK,12892,LAX,1300,,,1620,,,380,2475
24,5,OO,N445SW,4761,12156,HLN,14869,SLC,1740,1730,0,1903,1845,0,83,402
24,5,OO,N445SW,4761,14869,SLC,12156,HLN,1509,1501,0,1642,1625,0,93,402
24,5,OO,N431SW,4762,14262,PSP,14869,SLC,623,621,0,910,858,0,107,541
24,5,OO,N495CA,4763,14869,SLC,14262,PSP,2019,2004,0,2116,2108,0,117,541
24,5,OO,N412SW,4764,13486,MSO,14869,SLC,1740,1728,0,1906,1851,0,86,436
24,5,OO,N412SW,4764,14869,SLC,13486,MSO,1514,1508,0,1653,1701,8,99,436
24,5,OO,N603QX,4765,14679,SAN,14869,SLC,1824,1823,0,2120,2106,0,116,626
24,5,OO,N603QX,4765,14869,SLC,14679,SAN,1650,1651,1,1749,1750,1,119,626
24,5,OO,N446SW,4766,12129,HIB,13487,MSP,600,600,0,704,654,0,64,174
24,5,OO,N679CA,4767,14869,SLC,12889,LAS,1710,1743,33,1739,1801,22,89,368
24,5,OO,N492SW,4768,11638,FAT,14869,SLC,1320,1313,0,1601,1544,0,101,501
24,5,OO,N487CA,4769,14869,SLC,15376,TUS,955,946,0,1154,1153,0,119,601
24,5,OO,N487CA,4769,15376,TUS,14869,SLC,1230,1225,0,1426,1406,0,116,601
24,5,MQ,N645MQ,3452,11953,GNV,13303,MIA,620,613,0,730,720,0,70,294
24,5,MQ,N692MQ,3453,11298,DFW,11982,GRK,1805,1805,0,1850,1852,2,45,134
24,5,MQ,N692MQ,3453,11982,GRK,11298,DFW,1925,1946,21,2020,2035,15,55,134
24,5,MQ,N665MQ,3454,13303,MIA,15249,TLH,1705,1655,0,1830,1827,0,85,402
24,5,MQ,N665MQ,3454,15249,TLH,13303,MIA,1900,1853,0,2025,2012,0,85,402
24,5,MQ,N646MQ,3455,13303,MIA,10599,BHM,2150,2148,0,2250,2244,0,120,661
24,5,MQ,N856MQ,3457,10693,BNA,11278,DCA,1320,1317,0,1555,1601,6,95,562
24,5,MQ,N856MQ,3457,11278,DCA,10693,BNA,1155,1159,4,1250,1259,9,115,562
24,5,MQ,N650MQ,3460,11298,DFW,11973,GPT,1625,1641,16,1755,1808,13,90,500
24,5,MQ,N650MQ,3460,11973,GPT,11298,DFW,1825,1837,12,2015,2047,32,110,500
24,5,MQ,N845MQ,3461,10693,BNA,12953,LGA,1420,1428,8,1725,1741,16,125,764
24,5,MQ,N845MQ,3461,12953,LGA,10693,BNA,1220,1233,13,1350,1406,16,150,764
24,5,UA,N15712,1266,11278,DCA,13930,ORD,945,943,0,1056,1043,0,131,612
24,5,UA,N57869,1267,13930,ORD,14771,SFO,1310,1319,9,1552,1533,0,282,1846
24,5,UA,N16713,1267,14771,SFO,14908,SNA,1922,1937,15,2046,2108,22,84,372
24,5,UA,N14250,1268,11292,DEN,14747,SEA,807,802,0,1002,941,0,175,1024
24,5,UA,N39450,1268,14747,SEA,14771,SFO,1310,1523,133,1517,1725,128,127,679
24,5,UA,N12238,1269,11618,EWR,14027,PBI,1829,1836,7,2133,2157,24,184,1023
24,5,UA,N73275,1270,11618,EWR,13204,MCO,1415,1414,0,1704,1654,0,169,937
24,5,UA,N34455,1271,12889,LAS,11618,EWR,1030,1027,0,1829,1827,0,299,2227
24,5,UA,N73299,1272,13930,ORD,14679,SAN,1210,1225,15,1428,1435,7,258,1723
24,5,UA,N24211,1272,14679,SAN,14771,SFO,1753,1747,0,1929,1914,0,96,447
24,5,UA,N76508,1273,14771,SFO,14057,PDX,1736,1733,0,1915,1906,0,99,550
24,5,UA,N37274,1275,11042,CLE,11292,DEN,904,909,5,1032,1018,0,208,1201
24,5,US,N657AW,456,12478,JFK,14107,PHX,1315,1324,9,1655,1638,0,340,2153
24,5,US,N602AW,456,14107,PHX,14869,SLC,1755,1752,0,1935,1926,0,100,507
24,5,US,N510UW,457,13204,MCO,14107,PHX,710,710,0,1010,1012,2,300,1849
24,5,US,N549UW,457,14107,PHX,14869,SLC,1110,1107,0,1253,1239,0,103,507
24,5,US,N622AW,458,13891,ONT,14107,PHX,1235,1227,0,1448,1440,0,73,325
24,5,US,N604AW,458,14107,PHX,11697,FLL,1559,1557,0,2205,2156,0,246,1972
24,5,US,N633AW,459,12889,LAS,14107,PHX,640,634,0,851,840,0,71,255
24,5,US,N633AW,459,14107,PHX,11292,DEN,942,937,0,1135,1130,0,113,602
24,5,US,N631AW,460,14107,PHX,12339,IND,956,954,0,1521,1520,0,205,1488
24,5,US,N631AW,460,14747,SEA,14107,PHX,520,517,0,905,907,2,165,1107
24,5,VX,N851VA,960,14771,SFO,14679,SAN,1750,1746,0,1915,1908,0,85,447
24,5,VX,N527VA,961,14679,SAN,14771,SFO,1215,1215,0,1350,1342,0,95,447
24,5,VX,N638VA,963,14679,SAN,14771,SFO,1725,1728,3,1900,1857,0,95,447
24,5,VX,N638VA,964,14771,SFO,14679,SAN,1955,1950,0,2120,2121,1,85,447
24,5,VX,N851VA,969,14679,SAN,14771,SFO,2010,2002,0,2145,2123,0,95,447
24,5,VX,N633VA,97,12264,IAD,12892,LAX,1635,1640,5,1925,1915,0,350,2288
24,5,WN,N920WN,785,10140,ABQ,10821,BWI,1045,1040,0,1620,1621,1,215,1670
24,5,WN,N447WN,179,10140,ABQ,11259,DAL,645,641,0,930,915,0,105,580
24,5,WN,N649SW,1966,10140,ABQ,11259,DAL,1700,1706,6,1935,1938,3,95,580
24,5,WN,N554WN,2588,10140,ABQ,11259,DAL,1805,1835,30,2035,2114,39,90,580
24,5,WN,N909WN,2962,10140,ABQ,11259,DAL,1240,1239,0,1520,1502,0,100,580
24,5,WN,N254WN,3566,10140,ABQ,11259,DAL,1915,1915,0,2155,2151,0,100,580
24,5,WN,N216WR,3761,10140,ABQ,11259,DAL,1025,1024,0,1300,1250,0,95,580
24,5,WN,N340LV,4479,10140,ABQ,11259,DAL,1355,1405,10,1635,1636,1,100,580
25,6,AA,N379AA,254,13830,OGG,12892,LAX,1433,1425,0,2145,2129,0,312,2486
25,6,AA,N564AA,255,11298,DFW,12889,LAS,920,933,13,1020,1019,0,180,1055
25,6,AA,N571AA,317,13930,ORD,14262,PSP,1630,1629,0,1845,1837,0,255,1652
25,6,AA,N3FPAA,318,11298,DFW,13204,MCO,840,840,0,1205,1204,0,145,985
25,6,AA,N3FPAA,318,13204,MCO,11298,DFW,1250,1246,0,1450,1435,0,180,985
25,6,AA,N594AA,320,11298,DFW,11618,EWR,935,923,0,1355,1331,0,200,1372
25,6,AA,N594AA,320,11618,EWR,11298,DFW,1450,1438,0,1755,1801,6,245,1372
25,6,AA,N3ECAA,323,11298,DFW,14771,SFO,1335,1331,0,1525,1501,0,230,1464
25,6,AA,N3ECAA,323,14771,SFO,11298,DFW,1610,1604,0,2130,2113,0,200,1464
25,6,AA,N424AA,324,11298,DFW,13204,MCO,1035,1042,7,1400,1356,0,145,985
25,6,AA,N424AA,324,13204,MCO,11298,DFW,1440,1441,1,1640,1635,0,180,985
25,6,B6,N197JB,724,13204,MCO,11278,DCA,1135,1128,0,1344,1328,0,129,759
25,6,B6,N197JB,590,11278,DCA,10721,BOS,1431,1421,0,1553,1535,0,82,399
25,6,B6,N198JB,1449,10721,BOS,13204,MCO,850,840,0,1213,1157,0,203,1121
25,6,B6,N198JB,1888,13204,MCO,13933,ORH,1250,1245,0,1540,1516,0,170,1091
25,6,B6,N198JB,2019,13933,ORH,11697,FLL,1630,1628,0,1950,1951,1,200,1211
25,6,B6,N198JB,1146,11697,FLL,14524,RIC,2030,2048,18,2243,2256,13,133,805
25,6,B6,N203JB,617,10721,BOS,12478,JFK,730,725,0,846,835,0,76,187
25,6,B6,N203JB,116,12478,JFK,15096,SYR,929,926,0,1041,1036,0,72,209
25,6,B6,N203JB,315,15096,SYR,12478,JFK,1123,1113,0,1230,1215,0,67,209
25,6,AS,N586AS,227,14831,SJC,14747,SEA,1010,1017,7,1210,1220,10,120,697
25,6,AS,N305AS,232,14057,PDX,14679,SAN,640,633,0,900,856,0,140,933
25,6,AS,N795AS,233,14679,SAN,14747,SEA,1755,1743,0,2050,2034,0,175,1050
25,6,AS,N755AS,235,14771,SFO,14057,PDX,2035,2025,0,2212,2200,0,97,550
25,6,AS,N791AS,238,14747,SEA,14679,SAN,955,947,0,1232,1230,0,157,1050
25,6,AS,N791AS,239,14679,SAN,14747,SEA,2055,2041,0,2352,2322,0,177,1050
25,6,AS,N795AS,240,14747,SEA,14679,SAN,725,723,0,1002,1006,4,157,1050
25,6,AS,N755AS,244,14057,PDX,14771,SFO,725,715,0,925,909,0,120,550
25,6,AS,N305AS,249,14679,SAN,14057,PDX,1800,1750,0,2030,2012,0,150,933
25,6,AS,N402AS,300,14747,SEA,14771,SFO,2125,2119,0,2340,2311,0,135,679
25,6,AS,N792AS,302,14747,SEA,14771,SFO,1845,1844,0,2045,2043,0,120,679
25,6,AS,N556AS,305,14771,SFO,14747,SEA,1255,1314,19,1458,1509,11,123,679
25,6,AS,N799AS,309,14262,PSP,14771,SFO,1730,1718,0,1905,1839,0,95,421
25,6,AS,N799AS,309,14771,SFO,14747,SEA,1950,1941,0,2150,2146,0,120,679
25,6,DL,N319US,814,10721,BOS,13204,MCO,730,727,0,1048,1052,4,198,1121
25,6,DL,N319US,814,13204,MCO,10721,BOS,1130,1130,0,1421,1412,0,171,1121
25,6,DL,N301NB,819,10721,BOS,13487,MSP,820,815,0,1036,1015,0,196,1124
25,6,DL,N397DA,821,13487,MSP,12892,LAX,1947,2002,15,2150,2141,0,243,1535
25,6,DL,N3731T,822,14747,SEA,11433,DTW,705,701,0,1416,1422,6,251,1927
25,6,DL,N938DN,823,11057,CLT,10397,ATL,600,637,37,713,734,21,73,226
25,6,DL,N3751B,824,14107,PHX,11433,DTW,830,823,0,1412,1437,25,222,1671
25,6,DL,N941DN,826,10397,ATL,11057,CLT,1617,1614,0,1731,1723,0,74,226
25,6,DL,N801DZ,827,11697,FLL,10397,ATL,545,542,0,735,737,2,110,581
25,6,DL,N984DL,828,13422,MOB,10397,ATL,700,656,0,910,913,3,70,302
25,6,DL,N334NW,832,14869,SLC,11278,DCA,945,947,2,1546,1535,0,241,1851
25,6,EV,N15948,4266,12266,IAH,12951,LFT,845,1142,177,941,1252,191,56,201
25,6,EV,N15948,4266,12951,LFT,12266,IAH,1011,1321,190,1113,1415,182,62,201
25,6,EV,N14148,4267,12266,IAH,12339,IND,1249,1247,0,1610,1557,0,141,844
25,6,EV,N17928,4269,11259,DAL,12266,IAH,1104,1104,0,1210,1203,0,66,216
25,6,EV,N17928,4269,12266,IAH,11259,DAL,929,927,0,1034,1035,1,65,216
25,6,EV,N13550,4272,10785,BTV,13930,ORD,1106,1058,0,1242,1240,0,156,763
25,6,EV,N13550,4272,13930,ORD,10785,BTV,734,734,0,1036,1019,0,122,763
25,6,EV,N14562,4273,15412,TYS,13930,ORD,1634,1639,5,1718,1758,40,104,475
25,6,EV,N14542,4195,14730,SDF,12266,IAH,630,640,10,800,849,49,150,788
25,6,EV,N13997,4196,10693,BNA,12266,IAH,600,550,0,817,801,0,137,657
25,6,FL,N930AT,539,13487,MSP,10397,ATL,1243,1303,20,1607,1600,0,144,907
25,6,FL,N261AT,540,13204,MCO,10397,ATL,1905,1903,0,2030,2027,0,85,404
25,6,FL,N997AT,543,10397,ATL,10529,BDL,1455,1452,0,1710,1653,0,135,859
25,6,FL,N997AT,543,12339,IND,10397,ATL,1240,1235,0,1412,1359,0,92,432
25,6,FL,N961AT,549,13232,MDW,13851,OKC,1335,1334,0,1550,1525,0,135,691
25,6,FL,N353AT,551,10397,ATL,14771,SFO,2041,2121,40,2311,2335,24,330,2139
25,6,FL,N928AT,553,12191,HOU,10397,ATL,1115,1115,0,1405,1408,3,110,696
25,6,FL,N925AT,554,11697,FLL,10397,ATL,1355,1522,87,1555,1710,75,120,581
25,6,FL,N940AT,555,11697,FLL,10821,BWI,1120,1115,0,1350,1348,0,150,925
25,6,FL,N920AT,556,11278,DCA,10397,ATL,1600,1553,0,1755,1735,0,115,547
25,6,MQ,N603MQ,2746,13930,ORD,15295,TOL,1105,1059,0,1300,1254,0,55,213
25,6,MQ,N603MQ,2746,15295,TOL,13930,ORD,1345,1337,0,1355,1402,7,70,213
25,6,MQ,N8EGMQ,2748,13930,ORD,15016,STL,1010,1017,7,1120,1129,9,70,258
25,6,MQ,N626MQ,2749,13930,ORD,11057,CLT,2140,2134,0,30,8,0,110,599
25,6,MQ,N518MQ,2750,15016,STL,13930,ORD,1200,1201,1,1310,1306,0,70,258
25,6,MQ,N806MQ,2751,12451,JAX,13930,ORD,1655,1643,0,1845,1841,0,170,864
25,6,MQ,N806MQ,2751,13930,ORD,12451,JAX,1300,1254,0,1620,1553,0,140,864
25,6,MQ,N522MQ,2752,13930,ORD,11292,DEN,2010,2009,0,2145,2146,1,155,888
25,6,MQ,N624MQ,3408,10781,BTR,11298,DFW,920,928,8,1050,1051,1,90,383
25,6,MQ,N624MQ,3408,11298,DFW,10781,BTR,730,729,0,850,852,2,80,383
25,6,EV,N134EV,5080,11042,CLE,11433,DTW,640,638,0,745,745,0,65,95
25,6,EV,N868AS,5083,15919,XNA,10397,ATL,835,824,0,1122,1054,0,107,589
25,6,MQ,N612MQ,3353,11433,DTW,13930,ORD,1035,1030,0,1100,1102,2,85,235
25,6,MQ,N612MQ,3353,13930,ORD,11433,DTW,745,744,0,1000,945,0,75,235
25,6,MQ,N852MQ,3354,11140,CRP,11298,DFW,1730,1728,0,1850,1848,0,80,354
25,6,MQ,N852MQ,3354,11298,DFW,11140,CRP,1545,1542,0,1700,1705,5,75,354
25,6,MQ,N663MQ,3355,11193,CVG,13303,MIA,730,729,0,1015,1018,3,165,948
25,6,MQ,N603MQ,3356,12217,HSV,13930,ORD,720,720,0,930,936,6,130,510
25,6,F9,N908FR,484,13485,MSN,13204,MCO,1350,1406,16,1731,1739,8,161,1109
25,6,F9,N908FR,459,13204,MCO,13871,OMA,1811,1820,9,2033,2045,12,202,1211
25,6,F9,N910FR,904,11697,FLL,15356,TTN,1215,1407,112,1454,1723,149,159,1026
25,6,F9,N910FR,917,15356,TTN,13204,MCO,1550,1838,168,1830,2106,156,160,896
25,6,F9,N910FR,918,13204,MCO,15356,TTN,1910,2205,175,2134,27,173,144,896
25,6,F9,N918FR,702,12889,LAS,11292,DEN,740,730,0,1030,1023,0,110,628
25,6,F9,N918FR,702,11292,DEN,13495,MSY,1112,1106,0,1443,1429,0,151,1062
25,6,F9,N918FR,797,13495,MSY,11292,DEN,1523,1515,0,1714,1706,0,171,1062
25,6,F9,N918FR,797,11292,DEN,14057,PDX,1755,1748,0,1940,1918,0,165,991
25,6,F9,N919FR,235,10693,BNA,11292,DEN,925,920,0,1120,1132,12,175,1014
25,6,F9,N920FR,317,11292,DEN,14262,PSP,908,900,0,1019,1010,0,131,776
25,6,OO,N585SW,5296,14771,SFO,10561,BFL,1818,1808,0,1932,1921,0,74,238
25,6,OO,N970SW,5297,13342,MKE,13930,ORD,628,624,0,714,724,10,46,67
25,6,OO,N925SW,5298,13342,MKE,13930,ORD,1629,1632,3,1720,1729,9,51,67
25,6,OO,N925SW,5298,13930,ORD,13342,MKE,1514,1522,8,1559,1607,8,45,67
25,6,OO,N926SW,5299,13930,ORD,13342,MKE,733,729,0,818,810,0,45,67
25,6,OO,N926SW,5301,13342,MKE,11292,DEN,848,905,17,1034,1044,10,166,896
25,6,OO,N965SW,5302,14771,SFO,14252,PSC,2128,2121,0,2317,2319,2,109,620
25,6,OO,N585SW,5303,10561,BFL,14771,SFO,2000,1950,0,2121,2106,0,81,238
25,6,OO,N584SW,5303,14771,SFO,10561,BFL,1610,1607,0,1726,1733,7,76,238
25,6,OO,N913EV,4791,10693,BNA,13487,MSP,600,559,0,819,848,29,139,695
25,6,OO,N821SK,4792,14869,SLC,11884,GEG,1501,1503,2,1550,1544,0,109,546
25,6,OO,N630SK,4795,14869,SLC,14831,SJC,1105,1104,0,1210,1204,0,125,584
25,6,US,N121UW,1826,14100,PHL,14107,PHX,1015,1013,0,1346,1335,0,331,2075
25,6,US,N121UW,1826,14122,PIT,14100,PHL,745,742,0,913,917,4,88,268
25,6,US,N537UW,1828,11057,CLT,10721,BOS,2006,2103,57,2211,2256,45,125,728
25,6,US,N537UW,1828,14107,PHX,11057,CLT,1315,1425,70,1905,2003,58,230,1773
25,6,US,N197UW,1828,14771,SFO,14107,PHX,915,904,0,1208,1154,0,113,651
25,6,US,N452UW,1829,11057,CLT,15304,TPA,1750,1801,11,1931,1935,4,101,507
25,6,US,N181UW,1830,11057,CLT,12478,JFK,925,922,0,1107,1058,0,102,541
25,6,US,N427US,1831,10792,BUF,11057,CLT,820,820,0,1021,1029,8,121,546
25,6,US,N427US,1831,11057,CLT,13303,MIA,1145,1147,2,1358,1343,0,133,650
25,6,US,N163US,1834,11057,CLT,12478,JFK,1840,1835,0,2030,2024,0,110,541
